label,Motif
PC 19710668,0
PC 19710669,0
PC 19710670,0
PC 19710671,Triangular
PC 19710672,0
PC 19710673,0
PC 19710674,0
PC 19710675,0
PC 19710676,Lotus
PC 19710677,0
PC 19710678,0
PC 19710679,0
PC 19710680,Animal
PC 19710681,0
PC 19710682,0
PC 19710683,Ram
PC 19710684,Animal
PC 19710685,Animal
PC 19710686,0
PC 19710687,Animal
PC 19710688,Animal
PC 19710689,Animal
PC 19710690,0
PC 19710691,0
PC 19710692,0
PC 19710693,0
PC 19710694,Dots
PC 19710695,0
PC 19710696,Seated Figure
PC 19710697,Seated Figure
PC 19710698,Seated Figure
PC 19710699,Seated Figure
PC 19710700,0
PC 19710701,Seated Figure
PC 19710702,Seated Figure
PC 19710703,Seated Figure
PC 19710704,0
PC 19710705,0
PC 19710706,Bull
PC 19710707,Rosette
PC 19710708,Rosette
PC 19710709,Rosette
PC 19710710,Rosette
PC 19710711,0
PC 19710712,0
PC 19710713,0
PC 19710714,0
PC 19710715,Tongue
PC 19710716,0
PC 19710717,Bird
PC 19710718,Palmette
PC 19710718,Guilloche
PC 19710719,Guilloche
PC 19710720,0
PC 19710721,Flower
PC 19710722,Flower
PC 19710723,Flower
PC 19710724,Flower
PC 19710725,Circles
PC 19710726,0
PC 19710727,Rosette
PC 19710727,Dots
PC 19710728,0
PC 19710729,0
PC 19710730,Female
PC 19710731,0
PC 19710732,0
PC 19710733,0
PC 19710734,0
PC 19710735,0
PC 19710736,Bean
PC 19710737,0
PC 19710738,0
PC 19710739,0
PC 19710740,0
PC 19710741,0
PC 19710742,0
PC 19710743,0
PC 19710744,0
PC 19710745,0
PC 19710746,0
PC 19710747,0
PC 19710748,0
PC 19710749,0
PC 19710750,0
PC 19710751,0
PC 19710752,0
PC 19710753,0
PC 19710754,0
PC 19710755,0
PC 19710756,0
PC 19710757,0
PC 19710758,0
PC 19710759,0
PC 19710760,0
PC 19710761,0
PC 19710762,0
PC 19710763,0
PC 19710764,Ray
PC 19710765,Ray
PC 19710766,0
PC 19710767,Dots
PC 19710768,Dots
PC 19710769,Dots
PC 19710770,0
PC 19710771,0
PC 19710772,0
PC 19710773,0
PC 19710774,0
PC 19710775,0
PC 19710776,0
PC 19710777,Rosette
PC 19710777,Feline
PC 19710777,Lion
PC 19710778,0
PC 19710779,0
PC 19710780,0
PC 19710781,0
PC 19710782,Dots
PC 19710783,Rosette
PC 19710783,Dots
PC 19710784,0
PC 19710785,0
PC 19710786,0
PC 19710787,0
PC 19710788,Procession
PC 19710788,Feline
PC 19710789,0
PC 19710790,Rosette
PC 19710791,0
PC 19710792,0
PC 19710793,Tongue
PC 19710794,0
PC 19710795,0
PC 19710796,0
PC 19710797,0
PC 19710798,0
PC 19710799,0
PC 19710800,0
PC 19710801,0
PC 19710802,0
PC 19710803,0
PC 19710804,0
PC 19710805,0
PC 19710806,0
PC 19710807,0
PC 19710808,0
PC 19710809,0
PC 19710810,0
PC 19710811,0
PC 19710812,0
PC 19710813,0
PC 19710814,0
PC 19710815,0
PC 19710816,0
PC 19710817,0
PC 19710818,Guilloche
PC 19710819,Tongue
PC 19710820,0
PC 19710821,0
PC 19710822,0
PC 19710823,0
PC 19710824,0
PC 19710825,Male
PC 19710826,0
PC 19710827,0
PC 19710828,0
PC 19710829,0
PC 19710830,Rosette
PC 19710831,0
PC 19710832,0
PC 19710833,0
PC 19710834,Ray
PC 19710835,0
PC 19710836,0
PC 19710837,0
PC 19710838,0
PC 19710839,0
PC 19710840,0
PC 19710841,0
PC 19710842,0
PC 19710843,0
PC 19710844,0
PC 19710845,0
PC 19710846,0
PC 19710847,0
PC 19710848,Flower
PC 19710849,0
PC 19710850,0
PC 19710851,0
PC 19710852,0
PC 19710853,0
PC 19710854,0
PC 19710855,0
PC 19710856,0
PC 19710857,0
PC 19710858,0
PC 19710859,0
PC 19710860,Lotus
PC 19710861,Chevron
PC 19710862,Chevron
PC 19710863,0
PC 19710864,0
PC 19710865,0
PC 19710866,0
PC 19710867,0
PC 19710868,0
PC 19710869,0
PC 19710870,0
PC 19710871,0
PC 19710872,0
PC 19710873,0
PC 19710874,0
PC 19710875,0
PC 19710876,Guilloche
PC 19710877,0
PC 19710878,Rabbit
PC 19710879,0
PC 19710880,0
PC 19710881,0
PC 19710882,0
PC 19710883,0
PC 19710884,0
PC 19710885,0
PC 19710886,0
PC 19710887,0
PC 19710888,Seated Figure
PC 19710889,0
PC 19710890,0
PC 19710891,0
PC 19710943,0
PC 19710944,0
PC 19710945,0
PC 19710946,0
PC 19710947,0
PC 19710948,0
PC 19710949,0
PC 19710950,0
PC 19710951,0
PC 19710952,0
PC 19710953,0
PC 19710954,0
PC 19710955,0
PC 19710956,0
PC 19710957,0
PC 19710958,Sphinx
PC 19710959,0
PC 19711000,0
PC 19711001,0
PC 19711002,0
PC 19711003,0
PC 19711004,0
PC 19711005,0
PC 19711006,0
PC 19711007,0
PC 19711008,0
PC 19711009,0
PC 19711010,0
PC 19711011,0
PC 19711012,0
PC 19711013,0
PC 19711014,0
PC 19711015,0
PC 19711016,0
PC 19711017,0
PC 19711018,0
PC 19711019,0
PC 19711020,0
PC 19711021,0
PC 19711022,0
PC 19711023,0
PC 19711024,0
PC 19711025,0
PC 19711026,0
PC 19711027,0
PC 19711028,0
PC 19711029,0
PC 19711030,Tongue
PC 19711031,0
PC 19711032,0
PC 19711033,0
PC 19711034,0
PC 19711035,0
PC 19711036,0
PC 19711037,0
PC 19711038,0
PC 19711039,0
PC 19711040,Lotus
PC 19711041,0
PC 19711042,Triangular
PC 19711042,Vegetal
PC 19711043,0
PC 19711044,0
PC 19711045,0
PC 19711046,0
PC 19711047,0
PC 19711048,0
PC 19711049,0
PC 19720001,0
PC 19720002,0
PC 19720003,0
PC 19720004,0
PC 19720005,0
PC 19720006,0
PC 19720007,0
PC 19720008,0
PC 19720009,0
PC 19720010,Ray
PC 19720011,0
PC 19720012,0
PC 19720013,0
PC 19720014,0
PC 19720015,0
PC 19720016,0
PC 19720017,0
PC 19720018,Dots
PC 19720019,0
PC 19720020,0
PC 19720021,0
PC 19720022,0
PC 19720023,0
PC 19720024,Dots
PC 19720025,0
PC 19720026,Circles
PC 19720027,0
PC 19720028,Geometric
PC 19720029,0
PC 19720030,0
PC 19720031,0
PC 19720032,0
PC 19720033,Palmette
PC 19720034,0
PC 19720035,0
PC 19720036,0
PC 19720037,0
PC 19720038,0
PC 19720039,0
PC 19720040,0
PC 19720041,0
PC 19720042,0
PC 19720043,0
PC 19720044,0
PC 19720045,0
PC 19720046,0
PC 19720047,0
PC 19720048,0
PC 19720049,0
PC 19720050,0
PC 19720051,0
PC 19720052,0
PC 19720053,0
PC 19720054,0
PC 19720055,0
PC 19720056,0
PC 19720057,0
PC 19720058,Dots
PC 19720058,Circles
PC 19720059,0
PC 19720060,0
PC 19720061,0
PC 19720062,0
PC 19720063,0
PC 19720064,0
PC 19720065,0
PC 19720066,0
PC 19720067,0
PC 19720068,0
PC 19720069,0
PC 19720070,0
PC 19720071,0
PC 19720072,0
PC 19720073,0
PC 19720074,0
PC 19720075,0
PC 19720076,0
PC 19720077,0
PC 19720078,0
PC 19720079,Circles
PC 19720080,Meander
PC 19720081,0
PC 19720082,Guilloche
PC 19720083,Guilloche
PC 19720084,0
PC 19720085,0
PC 19720086,0
PC 19720087,0
PC 19720088,0
PC 19720089,Gorgon
PC 19720090,Gorgon
PC 19720091,Gorgon
PC 19720092,Gorgon
PC 19720093,Gorgon
PC 19720094,Gorgon
PC 19720095,Gorgon
PC 19720096,Gorgon
PC 19720097,Gorgon
PC 19720098,Gorgon
PC 19720099,Gorgon
PC 19720099,Tongue
PC 19720100,Gorgon
PC 19720101,Gorgon
PC 19720102,Gorgon
PC 19720103,Gorgon
PC 19720104,0
PC 19720105,Gorgon
PC 19720106,Gorgon
PC 19720107,Gorgon
PC 19720108,0
PC 19720109,0
PC 19720110,0
PC 19720111,0
PC 19720112,Circles
PC 19720113,Palmette
PC 19720114,Palmette
PC 19720115,Procession
PC 19720115,Female
PC 19720116,Female
PC 19720117,0
PC 19720118,Circles
PC 19720119,Palmette
PC 19720120,0
PC 19720121,0
PC 19720122,Palmette
PC 19720123,0
PC 19720124,0
PC 19720125,0
PC 19720126,0
PC 19720127,0
PC 19720128,0
PC 19720129,0
PC 19720130,0
PC 19720131,0
PC 19720132,Palmette
PC 19720133,0
PC 19720134,Bull
PC 19720135,0
PC 19720136,0
PC 19720137,0
PC 19720138,Circles
PC 19720139,0
PC 19720140,Tongue
PC 19720141,0
PC 19720142,0
PC 19720143,0
PC 19720144,0
PC 19720145,0
PC 19720146,Guilloche
PC 19720147,0
PC 19720148,0
PC 19720149,Bird
PC 19720150,Chevron
PC 19720151,0
PC 19720152,0
PC 19720153,0
PC 19720154,0
PC 19720155,0
PC 19720156,Dots
PC 19720156,Animal
PC 19720157,0
PC 19720158,0
PC 19720159,0
PC 19720160,Lion
PC 19720160,Griffin
PC 19720160,Animal
PC 19720161,0
PC 19720162,Dots
PC 19720163,0
PC 19720164,0
PC 19720165,0
PC 19720166,Quadruped
PC 19720167,0
PC 19720168,0
PC 19720169,0
PC 19720170,0
PC 19720171,Dots
PC 19720172,0
PC 19720173,0
PC 19720174,Dots
PC 19720175,0
PC 19720176,0
PC 19720177,Dots
PC 19720178,0
PC 19720179,Potnia Theron
PC 19720180,0
PC 19720181,0
PC 19720182,Palmette
PC 19720182,Lotus
PC 19720183,Stag
PC 19720184,0
PC 19720185,0
PC 19720186,0
PC 19720187,0
PC 19720188,0
PC 19720189,0
PC 19720190,0
PC 19720191,0
PC 19720192,0
PC 19720193,0
PC 19720194,0
PC 19720195,0
PC 19720196,0
PC 19720197,Gorgon
PC 19720198,Gorgon
PC 19720199,Gorgon
PC 19720200,0
PC 19720201,0
PC 19720202,0
PC 19720203,0
PC 19720204,0
PC 19720205,0
PC 19720206,0
PC 19720207,0
PC 19720208,0
PC 19720209,0
PC 19720210,0
PC 19720211,0
PC 19720212,0
PC 19720213,0
PC 19720214,0
PC 19720215,0
PC 19720216,0
PC 19720217,0
PC 19720218,0
PC 19720219,0
PC 19720220,0
PC 19720221,0
PC 19720222,0
PC 19720223,0
PC 19720224,0
PC 19720225,0
PC 19720226,0
PC 19720227,0
PC 19720228,0
PC 19720229,0
PC 19720230,Horse Race
PC 19720231,Banquet
PC 19720232,Horse Race
PC 19720233,Horse Race
PC 19720234,Horse Race
PC 19720235,Gorgon
PC 19720236,Banquet
PC 19720237,Banquet
PC 19720238,Banquet
PC 19720239,Banquet
PC 19720240,Banquet
PC 19720241,0
PC 19720242,0
PC 19720243,0
PC 19720244,0
PC 19720245,0
PC 19720246,0
PC 19720247,0
PC 19720248,0
PC 19720249,0
PC 19720250,0
PC 19720251,0
PC 19720252,0
PC 19720253,0
PC 19720254,0
PC 19720255,0
PC 19720256,0
PC 19720257,0
PC 19720258,0
PC 19720259,0
PC 19720260,0
PC 19720261,0
PC 19720262,0
PC 19720263,0
PC 19720264,0
PC 19720265,0
PC 19720266,0
PC 19720267,0
PC 19720268,0
PC 19720269,0
PC 19720270,0
PC 19720271,0
PC 19720272,0
PC 19720273,0
PC 19720274,0
PC 19720275,0
PC 19720276,0
PC 19720277,0
PC 19720278,Potnia Theron
PC 19720279,Female
PC 19720280,Female
PC 19720281,Lion
PC 19720282,Tongue
PC 19720283,Guilloche
PC 19720284,Guilloche
PC 19720284,Palmette
PC 19720285,0
PC 19720286,Bean
PC 19720287,Flower
PC 19720287,Tongue
PC 19720288,0
PC 19720289,0
PC 19720290,0
PC 19720291,0
PC 19720292,0
PC 19720293,Palmette
PC 19720294,0
PC 19720295,0
PC 19720296,0
PC 19720297,0
PC 19720298,0
PC 19720299,0
PC 19720300,0
PC 19720301,0
PC 19720302,0
PC 19720303,0
PC 19720304,0
PC 19720305,Meander
PC 19720306,0
PC 19720307,0
PC 19720308,Meander
PC 19720309,0
PC 19720310,0
PC 19720311,0
PC 19720312,0
PC 19720313,0
PC 19720314,0
PC 19720315,0
PC 19720316,Guilloche
PC 19720316,Banquet
PC 19720317,0
PC 19720318,0
PC 19720319,Female
PC 19720320,Female
PC 19720321,Palmette
PC 19720321,Female
PC 19720322,Female
PC 19720323,Female
PC 19720323,Palmette
PC 19720324,0
PC 19720325,Palmette
PC 19720325,Female
PC 19720326,Meander
PC 19720327,Meander
PC 19720328,0
PC 19720329,Bean
PC 19720330,0
PC 19720331,0
PC 19720332,0
PC 19720333,0
PC 19720334,0
PC 19720335,0
PC 19720336,0
PC 19720337,0
PC 19720338,0
PC 19720339,0
PC 19720340,0
PC 19720341,0
PC 19720342,Bean
PC 19720343,0
PC 19720344,0
PC 19720345,0
PC 19720346,0
PC 19720347,0
PC 19720348,0
PC 19720349,0
PC 19720350,0
PC 19720351,0
PC 19720352,0
PC 19720353,0
PC 19720354,0
PC 19720355,0
PC 19720356,0
PC 19720357,Guilloche
PC 19720358,0
PC 19720359,Bean
PC 19720360,Bean
PC 19720361,0
PC 19720362,Bean
PC 19720363,0
PC 19720364,Female
PC 19720365,Bean
PC 19720366,Bean
PC 19720367,Palmette
PC 19720368,Palmette
PC 19720369,Circles
PC 19720370,Circles
PC 19720371,Guilloche
PC 19720372,Guilloche
PC 19720373,Guilloche
PC 19720374,Guilloche
PC 19720375,Guilloche
PC 19720376,Guilloche
PC 19720377,Guilloche
PC 19720378,Guilloche
PC 19720379,Guilloche
PC 19720380,0
PC 19720381,0
PC 19720382,Guilloche
PC 19720383,Guilloche
PC 19720384,Rosette
PC 19720385,Circles
PC 19720386,Rosette
PC 19720387,Rosette
PC 19720388,0
PC 19720389,Bean
PC 19720390,Bean
PC 19720391,Bean
PC 19720392,Bean
PC 19720393,Bean
PC 19720394,Bean
PC 19720395,Bean
PC 19720396,Bean
PC 19720397,Bean
PC 19720398,Bean
PC 19720399,Bean
PC 19720400,Bean
PC 19720401,0
PC 19720402,0
PC 19720403,0
PC 19720404,0
PC 19720405,0
PC 19720406,0
PC 19720407,Rosette
PC 19720407,Feline
PC 19720408,0
PC 19720409,0
PC 19720410,0
PC 19720411,0
PC 19720412,0
PC 19720413,Volute
PC 19720414,Volute
PC 19720415,Circles
PC 19720416,0
PC 19720417,0
PC 19720418,Guilloche
PC 19720419,Sphinx
PC 19720420,0
PC 19720421,0
PC 19720422,0
PC 19720423,0
PC 19720424,0
PC 19720425,0
PC 19720426,0
PC 19720427,Guilloche
PC 19720427,Volute
PC 19720428,Volute
PC 19720428,Guilloche
PC 19720429,Banquet
PC 19720430,0
PC 19720431,Banquet
PC 19720431,Guilloche
PC 19720432,0
PC 19720433,Gorgon
PC 19720434,Gorgon
PC 19720435,Gorgon
PC 19720436,Gorgon
PC 19720437,Gorgon
PC 19720438,Gorgon
PC 19720439,0
PC 19720440,0
PC 19720441,0
PC 19720442,0
PC 19720443,Lion
PC 19720444,0
PC 19720445,0
PC 19720446,Meander
PC 19720447,Meander
PC 19720448,Meander
PC 19720449,Meander
PC 19720450,Animal
PC 19720451,0
PC 19720452,0
PC 19720453,0
PC 19720454,Circles
PC 19720455,0
PC 19720456,0
PC 19720457,0
PC 19720458,0
PC 19720459,0
PC 19720460,0
PC 19720461,0
PC 19720462,0
PC 19720463,0
PC 19720464,0
PC 19720465,0
PC 19720466,0
PC 19720467,0
PC 19720468,0
PC 19720469,0
PC 19720470,Banquet
PC 19720470,Guilloche
PC 19720471,Banquet
PC 19720472,Banquet
PC 19720473,0
PC 19720474,0
PC 19720475,0
PC 19720476,0
PC 19720477,Meander
PC 19720478,Tongue
PC 19720479,Tongue
PC 19720480,0
PC 19720481,0
PC 19720482,0
PC 19720483,0
PC 19720484,0
PC 19720485,0
PC 19720486,0
PC 19720487,0
PC 19720488,0
PC 19720489,0
PC 19720490,0
PC 19720491,Meander
PC 19720492,0
PC 19720493,0
PC 19720494,0
PC 19720495,0
PC 19720496,0
PC 19720497,0
PC 19720498,0
PC 19720499,0
PC 19720500,0
PC 19720501,0
PC 19720502,0
PC 19720503,0
PC 19720504,0
PC 19720505,0
PC 19720506,0
PC 19720507,0
PC 19720508,0
PC 19720509,Feline
PC 19720510,0
PC 19720511,0
PC 19720512,Banquet
PC 19720513,0
PC 19720514,0
PC 19720515,0
PC 19720516,0
PC 19720517,0
PC 19720518,0
PC 19720519,0
PC 19720520,0
PC 19720521,0
PC 19720522,0
PC 19720523,0
PC 19720524,0
PC 19720525,0
PC 19720600,0
PC 19730001,0
PC 19730002,0
PC 19730003,Horse Race
PC 19730004,Horse Race
PC 19730005,Horse Race
PC 19730006,Bean
PC 19730007,0
PC 19730008,0
PC 19730009,Horse Race
PC 19730010,0
PC 19730011,0
PC 19730012,0
PC 19730013,Circles
PC 19730014,0
PC 19730015,0
PC 19730016,0
PC 19730017,0
PC 19730018,0
PC 19730019,0
PC 19730020,Horse Race
PC 19730021,0
PC 19730022,0
PC 19730023,0
PC 19730024,0
PC 19730025,0
PC 19730026,0
PC 19730027,0
PC 19730028,0
PC 19730029,0
PC 19730030,Horse Race
PC 19730031,0
PC 19730032,Circles
PC 19730033,0
PC 19730034,0
PC 19730035,0
PC 19730036,0
PC 19730037,0
PC 19730038,0
PC 19730039,0
PC 19730040,0
PC 19730041,0
PC 19730042,0
PC 19730043,0
PC 19730044,Bean
PC 19730045,0
PC 19730046,0
PC 19730047,Lotus
PC 19730047,Volute
PC 19730048,Horse Race
PC 19730049,Horse Race
PC 19730050,Horse Race
PC 19730051,0
PC 19730052,0
PC 19730053,0
PC 19730054,0
PC 19730055,0
PC 19730056,0
PC 19730057,0
PC 19730058,0
PC 19730059,0
PC 19730060,Circles
PC 19730061,0
PC 19730062,0
PC 19730063,0
PC 19730064,0
PC 19730065,0
PC 19730066,0
PC 19730067,0
PC 19730068,0
PC 19730069,0
PC 19730070,0
PC 19730071,0
PC 19730072,0
PC 19730073,0
PC 19730074,0
PC 19730075,0
PC 19730076,Tongue
PC 19730077,0
PC 19730078,0
PC 19730079,0
PC 19730080,Feline
PC 19730080,Panther
PC 19730081,Hair
PC 19730082,0
PC 19730083,0
PC 19730084,Guilloche
PC 19730085,Volute
PC 19730086,0
PC 19730087,0
PC 19730088,0
PC 19730089,Guilloche
PC 19730090,Guilloche
PC 19730091,0
PC 19730092,Banquet
PC 19730093,0
PC 19730094,Procession
PC 19730095,Banquet
PC 19730095,Guilloche
PC 19730096,Banquet
PC 19730097,Banquet
PC 19730097,Female
PC 19730098,Banquet
PC 19730099,Seated Figure
PC 19730100,0
PC 19730101,0
PC 19730102,0
PC 19730103,Banquet
PC 19730104,Procession
PC 19730104,Banquet
PC 19730104,Guilloche
PC 19730105,Banquet
PC 19730106,Seated Figure
PC 19730107,Horse Race
PC 19730108,Rosette
PC 19730109,Rosette
PC 19730110,Rosette
PC 19730111,Banquet
PC 19730112,Banquet
PC 19730112,Guilloche
PC 19730113,Seated Figure
PC 19730114,Guilloche
PC 19730114,Seated Figure
PC 19730115,0
PC 19730116,Guilloche
PC 19730116,Banquet
PC 19730117,0
PC 19730118,Bean
PC 19730119,Bean
PC 19730120,Bean
PC 19730121,Bean
PC 19730122,0
PC 19730123,0
PC 19730124,0
PC 19730125,0
PC 19730126,Volute
PC 19730127,0
PC 19730128,0
PC 19730129,0
PC 19730130,0
PC 19730131,0
PC 19730132,Banquet
PC 19730133,Seated Figure
PC 19730134,Horse Race
PC 19730135,0
PC 19730136,0
PC 19730137,0
PC 19730138,Volute
PC 19730139,Volute
PC 19730140,Volute
PC 19730141,Volute
PC 19730142,Volute
PC 19730143,0
PC 19730144,0
PC 19730145,0
PC 19730146,0
PC 19730147,Procession
PC 19730147,Guilloche
PC 19730148,Guilloche
PC 19730148,Seated Figure
PC 19730149,Seated Figure
PC 19730149,Guilloche
PC 19730150,Procession
PC 19730151,0
PC 19730152,Banquet
PC 19730152,Guilloche
PC 19730153,Guilloche
PC 19730153,Banquet
PC 19730154,Banquet
PC 19730154,Guilloche
PC 19730155,Banquet
PC 19730156,Banquet
PC 19730157,Banquet
PC 19730158,Guilloche
PC 19730158,Banquet
PC 19730159,Banquet
PC 19730160,Horse Race
PC 19730161,Horse Race
PC 19730162,Procession
PC 19730163,Procession
PC 19730164,Guilloche
PC 19730164,Procession
PC 19730165,Seated Figure
PC 19730166,0
PC 19730167,0
PC 19730168,0
PC 19730169,Guilloche
PC 19730169,Horse Race
PC 19730170,Banquet
PC 19730170,Guilloche
PC 19730171,Dots
PC 19730171,Gorgon
PC 19730171,Feline
PC 19730172,Gorgon
PC 19730172,Feline
PC 19730172,Dots
PC 19730173,Banquet
PC 19730174,Horse Race
PC 19730175,Banquet
PC 19730176,Banquet
PC 19730177,Guilloche
PC 19730177,Seated Figure
PC 19730178,Seated Figure
PC 19730178,Guilloche
PC 19730179,Seated Figure
PC 19730180,Banquet
PC 19730180,Guilloche
PC 19730181,Procession
PC 19730181,Female
PC 19730182,Banquet
PC 19730182,Guilloche
PC 19730183,0
PC 19730184,Horse Race
PC 19730185,Banquet
PC 19730186,Procession
PC 19730186,Guilloche
PC 19730187,Banquet
PC 19730187,Guilloche
PC 19730188,Banquet
PC 19730189,0
PC 19730190,0
PC 19730191,Circles
PC 19730192,0
PC 19730193,0
PC 19730194,0
PC 19730195,0
PC 19730196,0
PC 19730197,0
PC 19730198,0
PC 19730199,0
PC 19730200,0
PC 19730201,0
PC 19730202,0
PC 19730203,Gorgon
PC 19730204,0
PC 19730205,0
PC 19730206,0
PC 19730207,0
PC 19730208,Circles
PC 19730209,0
PC 19730210,0
PC 19730211,0
PC 19730212,Circles
PC 19730213,0
PC 19730214,0
PC 19730215,0
PC 19730216,0
PC 19730217,0
PC 19730218,0
PC 19730219,0
PC 19730220,0
PC 19730221,Circles
PC 19730222,0
PC 19730223,Guilloche
PC 19730224,Guilloche
PC 19730225,Guilloche
PC 19730226,Guilloche
PC 19730227,Guilloche
PC 19730228,Guilloche
PC 19730229,Guilloche
PC 19730230,Guilloche
PC 19730230,Volute
PC 19730231,0
PC 19730232,0
PC 19730233,0
PC 19730234,0
PC 19730235,0
PC 19730236,0
PC 19730237,0
PC 19730238,0
PC 19730239,Female
PC 19730239,Volute
PC 19730239,Figure
PC 19730240,0
PC 19730241,0
PC 19730242,0
PC 19730243,0
PC 19730244,0
PC 19730245,0
PC 19730246,0
PC 19730247,0
PC 19730248,0
PC 19730249,0
PC 19730250,0
PC 19730251,0
PC 19730252,0
PC 19730253,0
PC 19730254,0
PC 19730255,Circles
PC 19730256,0
PC 19730257,0
PC 19730258,Female
PC 19730259,Palmette
PC 19730260,Female
PC 19730261,Palmette
PC 19730261,Female
PC 19730262,Palmette
PC 19730263,Female
PC 19730264,0
PC 19730265,Female
PC 19730266,0
PC 19730267,0
PC 19730268,Female
PC 19730269,Female
PC 19730270,Female
PC 19730271,0
PC 19730272,Female
PC 19730273,Female
PC 19730274,0
PC 19730275,Female
PC 19730276,Female
PC 19730277,Palmette
PC 19730278,Female
PC 19730279,0
PC 19730280,Palmette
PC 19730281,Female
PC 19730282,Palmette
PC 19730283,Palmette
PC 19730284,Potnia Theron
PC 19730285,0
PC 19730286,0
PC 19730287,0
PC 19730288,0
PC 19730289,0
PC 19730290,0
PC 19730291,0
PC 19730292,0
PC 19730293,0
PC 19730294,0
PC 19730295,0
PC 19730296,0
PC 19730297,0
PC 19730298,0
PC 19730299,0
PC 19730300,0
PC 19730301,0
PC 19730302,0
PC 19730303,0
PC 19730304,0
PC 19730305,0
PC 19730306,Rosette
PC 19730306,Dots
PC 19730307,0
PC 19730308,0
PC 19730309,0
PC 19730310,0
PC 19730311,0
PC 19730312,0
PC 19730313,Female
PC 19730314,Volute
PC 19730315,Female
PC 19730316,Circles
PC 19730317,Animal
PC 19730317,Male
PC 19730317,Seated Figure
PC 19730318,Seated Figure
PC 19730319,0
PC 19730320,0
PC 19730321,0
PC 19730322,0
PC 19730323,0
PC 19730324,0
PC 19730325,0
PC 19730326,Circles
PC 19730327,Animal
PC 19730328,0
PC 19730329,0
PC 19730330,0
PC 19730331,0
PC 19730332,0
PC 19740001,0
PC 19740002,0
PC 19740003,0
PC 19740004,0
PC 19740005,0
PC 19740006,0
PC 19740007,0
PC 19740008,0
PC 19740009,0
PC 19740010,0
PC 19740011,0
PC 19740012,0
PC 19740013,Volute
PC 19740014,Guilloche
PC 19740015,Bean
PC 19740016,Bean
PC 19740017,Bean
PC 19740018,Guilloche
PC 19740019,Rosette
PC 19740020,Bean
PC 19740021,Rosette
PC 19740022,0
PC 19740023,0
PC 19740024,Feline
PC 19740025,0
PC 19740026,0
PC 19740027,Gorgon
PC 19740028,Bean
PC 19740029,Bean
PC 19740030,0
PC 19740031,0
PC 19740032,0
PC 19740033,Ray
PC 19740034,Bean
PC 19740035,Bean
PC 19740036,0
PC 19740037,0
PC 19740038,Rosette
PC 19740039,0
PC 19740040,0
PC 19740041,0
PC 19740042,0
PC 19740043,0
PC 19740044,0
PC 19750001,0
PC 19750002,Feline
PC 19750003,0
PC 19750004,0
PC 19750005,0
PC 19750006,0
PC 19750007,Bird
PC 19750008,Meander
PC 19750009,0
PC 19750010,0
PC 19750011,0
PC 19750012,0
PC 19750013,Guilloche
PC 19750014,Animal
PC 19750014,Lion
PC 19750014,Panther
PC 19750015,0
PC 19750016,0
PC 19750017,0
PC 19750018,0
PC 19750019,0
PC 19750020,0
PC 19750021,0
PC 19750022,0
PC 19750023,Panther
PC 19750024,0
PC 19750025,0
PC 19750026,0
PC 19750027,Vegetal
PC 19750028,0
PC 19750029,0
PC 19750030,0
PC 19750031,0
PC 19750032,0
PC 19750033,0
PC 19750034,0
PC 19750035,0
PC 19750036,0
PC 19750037,0
PC 19750038,0
PC 19750039,Banquet
PC 19750040,Guilloche
PC 19750040,Banquet
PC 19750041,Banquet
PC 19750042,Volute
PC 19750042,Lotus
PC 19750043,0
PC 19750044,0
PC 19750045,0
PC 19750046,0
PC 19750047,0
PC 19750048,0
PC 19750049,Circles
PC 19750050,0
PC 19750051,Gorgon
PC 19750052,0
PC 19750053,0
PC 19750054,0
PC 19750055,0
PC 19750056,Circles
PC 19750057,0
PC 19750058,0
PC 19750059,Tongue
PC 19750059,Griffin
PC 19750060,0
PC 19750061,0
PC 19750062,0
PC 19750063,0
PC 19750064,0
PC 19750065,Banquet
PC 19750066,0
PC 19750067,0
PC 19750068,0
PC 19750069,Circles
PC 19750070,0
PC 19750071,0
PC 19750072,0
PC 19750073,0
PC 19750074,0
PC 19750075,0
PC 19750076,0
PC 19750077,0
PC 19750078,0
PC 19750079,0
PC 19750080,Circles
PC 19750081,0
PC 19750082,Circles
PC 19750083,0
PC 19750084,0
PC 19750085,0
PC 19750086,0
PC 19750087,0
PC 19750088,0
PC 19750089,Bucrania
PC 19750090,0
PC 19750091,0
PC 19750092,0
PC 19750093,0
PC 19750094,Animal
PC 19750095,0
PC 19750096,0
PC 19750097,0
PC 19750098,0
PC 19750099,0
PC 19750100,0
PC 19750101,0
PC 19750102,0
PC 19750103,0
PC 19750104,0
PC 19750105,0
PC 19750106,0
PC 19750107,0
PC 19750108,0
PC 19750109,0
PC 19750110,0
PC 19750111,0
PC 19750112,0
PC 19750113,0
PC 19750114,0
PC 19750115,0
PC 19750116,0
PC 19750117,0
PC 19750118,0
PC 19750119,0
PC 19750120,0
PC 19750121,0
PC 19750122,0
PC 19750123,0
PC 19750124,0
PC 19760001,0
PC 19760002,Circles
PC 19760003,0
PC 19760004,0
PC 19760005,0
PC 19760006,0
PC 19760007,0
PC 19760008,0
PC 19760009,Dots
PC 19760010,0
PC 19760011,0
PC 19760012,0
PC 19760013,Circles
PC 19760014,0
PC 19760015,0
PC 19760016,Circles
PC 19760017,Dots
PC 19760018,Sphinx
PC 19760019,0
PC 19760020,0
PC 19760021,Banquet
