label,Motif,Decorative_Technique
PC 19720282,"[""Tongue""]","[""Molded""]"
PC 20090296,0,0
PC 20090295,0,0
PC 19970102,"[""Animal"", ""Griffin""]","[""Stamped""]"
PC 20120176,"[""Gorgon"", ""Hair""]","[""Relief""]"
PC 19730277,"[""Palmette""]","[""Incised"", ""Relief""]"
PC 19870111,0,0
PC 20120211,0,"[""Incised""]"
PC 20090298,0,0
PC 19790305,0,"[""Incised""]"
PC 19970064,0,0
PC 20030068,"[""Feline""]",0
PC 20140048,"[""Circles""]","[""Incised""]"
VdM 20060109,0,"[""Beveled""]"
PC 19930101,"[""Duck"", ""Bird""]","[""Incised""]"
PC 19860039,0,"[""Incised"", ""Impressed""]"
PC 19730006,"[""Bean""]","[""Applique""]"
PC 20120127,0,0
PC 20190046,0,"[""Beveled""]"
PC 19730172,"[""Gorgon"", ""Dots"", ""Feline""]","[""Incised"", ""Molded""]"
VdM 20060220,0,"[""Ridged""]"
PC 20000077,0,"[""Incised""]"
PC 20000033,"[""Feline""]","[""Painted""]"
PC 20080199,0,0
PC 20000132,0,0
VdM 20060096,0,0
PC 19990028,0,0
PC 20010003,0,"[""Painted""]"
PC 19750117,0,0
PC 20030044,0,0
PC 20050143,"[""Quadruped""]","[""Roulette"", ""Stamped""]"
PC 19700100,0,"[""Painted"", ""Molded""]"
PC 19710198,"[""Bean"", ""Sphinx""]","[""Applique""]"
PC 19810163,0,"[""Stamped""]"
PC 19930133,0,0
PC 20130126,"[""Braid""]","[""Impressed""]"
PC 19710955,0,0
PC 19720345,0,"[""Incised""]"
PC 20130004,0,0
VdM 20060222,0,"[""Applique""]"
PC 19820169,0,0
PC 19860023,0,0
PC 20070190,0,0
PC 19970114,0,"[""Stamped""]"
PC 19700104,"[""Volute""]","[""Painted""]"
PC 19820112,"[""Geometric""]",0
VdM20175015,0,"[""Painted""]"
PC 20130125,0,0
PC 20010055,0,"[""Fenestrated""]"
PC 20140116,"[""Banquet"", ""Figure"", ""Flower"", ""Seated Figure""]","[""Relief""]"
PC 19980155,0,0
PC 19800039,0,"[""Pierced""]"
PC 20000112,0,0
VdM 20060122,0,0
PC 20010039,0,0
PC 20130044,0,0
VdM 20060136,0,"[""Incised""]"
PC 20120032,"[""Feline""]","[""Plastic""]"
PC 19790185,0,"[""Fluted""]"
VdM 20060103,0,"[""Incised""]"
PC 20130195,0,"[""Incised""]"
PC 20130138,0,0
PC 20070187,"[""Circles""]","[""Incised"", ""Painted""]"
PC 20090149,"[""Circles""]",0
PC 19890128,0,"[""Inscribed""]"
PC 20030041,"[""Tongue""]","[""Incised"", ""Stamped""]"
PC 20020025,0,0
PC 20180060,0,0
PC 20120223,0,"[""Cavetto""]"
PC 19820173,0,0
PC 19830068,"[""Feline""]",0
PC 20040087,"[""Lotus"", ""Palmette""]",0
PC 20190048,0,0
PC 19890089,0,"[""Incised""]"
VdM 20060163,0,0
PC 20120097,0,0
PC 20120111,0,0
VdM 20060200,0,"[""Beveled""]"
PC 20000118,0,"[""Inscribed""]"
PC 19760144,"[""Palmette""]","[""Stamped""]"
PC 19840102,"[""Feline""]",0
PC 19850128,0,0
PC 20120059,0,"[""Incised""]"
PC 19760153,"[""Bird"", ""Sphinx"", ""Male""]","[""Relief"", ""Stamped""]"
PC 19780167,0,0
VdM 20060177,0,0
PC 20090190,0,0
PC 19710081,0,0
PC 19770202,0,"[""Incised""]"
VdM 20060075,0,0
PC 20000031,0,0
PC 19970046,0,"[""Incised""]"
PC 20190028,"[""Geometric""]","[""Impressed"", ""Stamped""]"
PC 19850075,"[""Circles""]",0
PC 20120057,0,"[""Incised""]"
PC 19980166,0,0
PC 20120066,0,"[""Incised""]"
PC 20180001,0,0
PC 19710513,0,"[""Stamped""]"
PC 19890067,0,0
VdM20175019,0,0
PC 20120042,"[""Lotus"", ""Palmette""]","[""Roulette"", ""Stamped""]"
PC 19970024,0,0
PC 20070173,"[""Potnia Theron""]","[""Incised"", ""Molded""]"
PC 20000087,"[""Dots""]",0
PC 20080051,0,"[""Stamped""]"
PC 19830071,0,0
PC 20000116,0,0
PC 19950049,0,"[""Incised""]"
PC 20020057,0,"[""Incised""]"
PC 20020017,0,"[""Incised""]"
PC 20120053,0,"[""Cavetto""]"
PC 20130121,0,0
PC 20120178,0,"[""Cavetto""]"
PC 19970175,0,"[""Fenestrated""]"
PC 19860071,0,"[""Applique""]"
PC 20000102,0,0
PC 19790127,"[""Notches""]",0
PC 19780176,0,"[""Impressed""]"
PC 19830077,"[""Circles""]","[""Incised"", ""Stamped""]"
PC 19680122,"[""Horse Race""]","[""Painted""]"
VdM 20060159,0,0
PC 19710948,0,"[""Incised""]"
PC 19980173,0,0
PC 20030049,"[""Feline""]","[""Painted""]"
PC 19990053,0,0
PC 19730229,"[""Guilloche""]","[""Stamped""]"
PC 20120098,0,"[""Incised""]"
VdM20175004,0,0
PC 19850081,"[""Female"", ""Notches""]","[""Incised"", ""Molded""]"
PC 20080013,0,"[""Incised""]"
PC 20080081,0,0
VdM 20060024,0,"[""Incised""]"
PC 19950152,0,0
PC 20170047,0,"[""Stamped""]"
PC 20120081,0,"[""Incised""]"
PC 19780195,0,0
PC 19940120,0,"[""Painted""]"
PC 19720064,0,"[""Finger Incised""]"
PC 19850001,"[""Dots""]","[""Stamped""]"
PC 20080125,"[""Lotus"", ""Palmette""]","[""Incised"", ""Stamped""]"
PC 20030095,0,0
PC 20080042,0,0
PC 20120182,0,"[""Beveled"", ""Incised""]"
VdM 20155035,"[""Circles""]","[""Incised"", ""Painted""]"
PC 19710824,0,"[""Painted""]"
PC 19970045,0,"[""Incised""]"
VdM 20060217,0,"[""Pierced""]"
PC 19730263,"[""Female""]","[""Incised"", ""Molded""]"
PC 19880119,0,0
PC 20090284,0,0
PC 19730036,0,"[""Incised""]"
PC 20100013,"[""Dots""]","[""Incised""]"
PC 20100075,0,0
PC 19720523,0,0
PC 19800126,0,"[""Stamped""]"
PC 19980171,0,0
PC 20050083,"[""Dots""]","[""Incised"", ""Stamped""]"
PC 19680201,"[""Gorgon"", ""Tongue""]",0
PC 19830072,0,0
PC 20080112,0,0
PC 19700391,0,0
VdM20175030,0,0
PC 20020018,0,"[""Incised""]"
PC 19820018,0,"[""Painted"", ""Molded""]"
PC 19980116,0,0
PC 20040028,0,"[""Reticulated""]"
PC 19720279,"[""Female""]","[""Incised"", ""Molded"", ""Relief""]"
PC 19710057,"[""Stag"", ""Sphinx""]","[""Relief"", ""Molded""]"
PC 19820058,0,"[""Impressed""]"
PC 20170001,0,"[""Incised""]"
PC 20130016,0,"[""Beveled""]"
PC 19730026,0,0
PC 20000050,0,0
VdM 20175044,0,0
PC 20070233,0,"[""Ribbed""]"
PC 19680176,"[""Rosette""]","[""Painted""]"
PC 19750042,"[""Lotus"", ""Volute""]","[""Stamped""]"
PC 20090186,0,0
PC 19890123,0,0
PC 19720128,0,"[""Inscribed""]"
PC 20080087,0,0
PC 20170048,0,"[""Stamped""]"
PC 19990006,"[""Circles""]","[""Stamped""]"
PC 19710557,0,0
PC 19790133,0,0
PC 19820078,0,0
PC 19970184,0,0
PC 20120005,0,0
PC 19980149,0,"[""Painted""]"
PC 20130057,0,0
PC 19800014,0,"[""Incised""]"
PC 19730272,"[""Female""]","[""Incised"", ""Molded""]"
PC 19920070,0,0
PC 19830030,"[""Circles""]","[""Stamped""]"
PC 19710785,0,0
PC 19730304,0,"[""Molded"", ""Fluted""]"
PC 20040161,0,0
PC 19730032,"[""Circles""]","[""Stamped""]"
PC 20130022,0,0
PC 20000039,"[""Vegetal""]","[""Painted""]"
PC 20010007,0,"[""Incised""]"
PC 19870141,0,0
PC 19710558,"[""Seated Figure"", ""Animal"", ""Feline""]","[""Ridged"", ""Molded"", ""Relief""]"
PC 20080036,0,0
PC 20050062,0,"[""Incised"", ""Stamped""]"
PC 19970025,0,0
PC 19810195,0,"[""Inscribed""]"
PC 19810008,0,0
PC 19970178,0,0
PC 19980136,0,0
PC 19840105,"[""Feline""]",0
PC 19870077,0,0
PC 19820179,0,0
PC 19770125,0,0
PC 20000049,"[""Circles""]","[""Painted""]"
PC 20130033,0,0
PC 19820149,0,0
PC 19820163,"[""Feline""]",0
PC 20120183,0,0
PC 19970068,0,"[""Impressed"", ""Inscribed"", ""Stamped""]"
PC 20120215,0,"[""Ridged""]"
PC 20120193,0,0
PC 19710372,"[""Potnia Theron""]","[""Relief"", ""Molded""]"
PC 19720144,0,0
PC 19820089,0,0
PC 20130111,0,0
PC 20000126,0,0
PC 20000047,0,"[""Relief""]"
PC 20120146,0,0
PC 19830021,0,0
PC 19820128,"[""Notches""]","[""Incised""]"
PC 20180036,"[""Other""]","[""Slipped""]"
PC 19790071,0,"[""Incised""]"
PC 19980169,0,"[""Ridged""]"
PC 20120023,0,"[""Cavetto"", ""Pierced""]"
VdM 20060113,0,"[""Incised""]"
PC 19850129,0,0
PC 20130015,0,"[""Incised""]"
PC 19980109,0,"[""Painted""]"
PC 19970018,0,"[""Fenestrated""]"
VdM 20060236,0,0
VdM 20060165,0,0
PC 20130116,0,0
PC 19710606,0,"[""Molded""]"
PC 20090262,0,0
PC 19900054,0,0
PC 20040004,0,"[""Cavetto""]"
PC 20120126,0,0
PC 19760160,"[""Animal"", ""Deer""]","[""Stamped""]"
PC 19680151,"[""Rosette""]",0
PC 19690233,"[""Horse Race"", ""Guilloche""]",0
PC 19720349,0,0
PC 20150074,"[""Rosette""]","[""Molded""]"
PC 19850149,0,0
PC 20100007,"[""Dots"", ""Animal"", ""Quadruped""]","[""Incised"", ""Stamped""]"
PC 20020027,0,"[""Stippled""]"
VdM 20060178,0,0
PC 20130133,0,"[""Incised""]"
PC 20190104,"[""Geometric""]","[""Stamped""]"
VdM20175029,0,0
PC 20000098,0,0
PC 19720010,"[""Ray""]","[""Stamped""]"
PC 19970185,0,"[""Incised""]"
PC 19740017,"[""Bean""]","[""Applique""]"
PC 19820126,0,"[""Incised""]"
PC 20020006,"[""Feline""]",0
PC 20180059,0,"[""Ridged""]"
PC 19770227,"[""Feline""]","[""Applique""]"
PC 19980165,0,0
PC 20040046,0,"[""Incised""]"
PC 20010028,0,0
PC 19790216,0,0
PC 19990087,0,0
PC 20120234,0,0
PC 19730227,"[""Guilloche""]","[""Stamped""]"
PC 19820062,0,"[""Incised""]"
PC 19720028,"[""Geometric""]","[""Incised""]"
PC 19770050,"[""Flower"", ""Volute""]","[""Molded""]"
PC 20070239,0,0
PC 20000020,"[""Potnia Theron""]",0
PC 20040178,"[""Feline""]",0
PC 19930058,"[""Dots""]","[""Stamped""]"
PC 19700267,0,"[""Relief"", ""Molded""]"
PC 19970073,0,0
PC 19710382,"[""Circles""]","[""Ridged"", ""Molded""]"
PC 19720384,"[""Rosette""]","[""Stamped"", ""Molded""]"
PC 20070273,0,"[""Stamped""]"
PC 19840143,0,"[""Molded""]"
PC 19900026,0,"[""Incised""]"
PC 19870054,0,0
VdM 20060126,0,0
PC 19820051,"[""Geometric""]",0
PC 19980134,0,"[""Incised""]"
PC 20070017,0,"[""Stamped""]"
PC 20040012,0,"[""Incised""]"
PC 19750116,0,0
PC 20120071,"[""Guilloche""]","[""Relief""]"
PC 19980065,0,"[""Impressed""]"
PC 19700059,"[""Sphinx""]","[""Molded""]"
PC 20020065,0,0
PC 19820055,0,"[""Incised"", ""Stamped""]"
PC 19820001,0,0
PC 20090222,0,0
PC 20120235,0,"[""Incised""]"
PC 20120106,0,0
PC 19810023,0,"[""Incised""]"
PC 19990017,0,0
PC 19810044,"[""Animal""]","[""Incised""]"
PC 20120221,0,"[""Incised""]"
PC 19820117,"[""Feline""]",0
PC 19690131,"[""Sphinx""]",0
PC 20070048,0,0
PC 19890113,0,0
PC 20120002,0,"[""Cavetto""]"
PC 19770106,0,0
PC 20000043,0,0
PC 20120099,0,0
PC 19800162,"[""Ray""]","[""Incised""]"
PC 19990004,0,"[""Impressed""]"
PC 20030036,0,"[""Cavetto""]"
PC 20100011,"[""Dots""]","[""Incised""]"
VdM 20060186,0,0
PC 20020024,0,0
PC 19840080,"[""Rosette""]","[""Incised"", ""Stamped""]"
PC 19820176,"[""Volute""]","[""Painted""]"
PC 20120052,0,"[""Beveled""]"
PC 20180028,0,0
PC 19850142,0,0
PC 20130069,"[""Triangular"", ""Volute"", ""Vegetal""]","[""Stamped""]"
PC 20120134,0,"[""Cavetto""]"
PC 20130013,"[""Quadruped""]","[""Stamped""]"
PC 19950079,0,"[""Painted""]"
VdM20175028,0,0
PC 19730208,"[""Circles""]","[""Incised""]"
PC 19870148,0,0
PC 20120129,0,0
VdM 20060242,0,0
PC 19730218,0,"[""Ridged"", ""Incised""]"
PC 20000028,0,"[""Painted"", ""Cavetto""]"
PC 20050068,"[""Lotus"", ""Palmette""]","[""Roulette"", ""Stamped"", ""Impressed""]"
PC 20000111,"[""Gorgon""]","[""Incised""]"
PC 20130026,0,0
PC 20140123,"[""Banquet""]","[""Relief""]"
PC 19710514,"[""Gorgon""]","[""Molded""]"
PC 20020010,0,0
PC 19820115,"[""Feline""]",0
PC 20180017,0,0
PC 20120194,0,0
PC 19730289,0,0
PC 19950076,0,"[""Incised"", ""Inscribed""]"
PC 19890009,"[""Banquet"", ""Guilloche""]",0
PC 20190026,"[""Geometric""]","[""Impressed"", ""Stamped""]"
PC 19700168,0,"[""Painted""]"
PC 19760017,"[""Dots""]","[""Impressed""]"
PC 20030078,0,0
PC 19710267,0,"[""Incised""]"
PC 19770215,"[""Seated Figure""]","[""Relief"", ""Molded""]"
PC 20070208,0,"[""Incised"", ""Impressed""]"
PC 20120096,0,"[""Incised""]"
PC 19770130,0,0
PC 20010078,0,"[""Ridged""]"
PC 20130109,0,0
PC 20100089,"[""Procession""]","[""Pierced"", ""Cavetto""]"
PC 19760034,0,"[""Impressed""]"
PC 20180009,0,0
PC 19970119,"[""Circles""]",0
PC 19810056,"[""Circles""]",0
PC 20020043,0,"[""Incised""]"
PC 20090122,"[""Horse""]","[""Incised""]"
PC 19940067,0,"[""Cavetto""]"
PC 19720364,"[""Female""]","[""Incised"", ""Molded"", ""Relief""]"
PC 19700334,0,0
PC 20070193,0,0
PC 19680521,0,"[""Incised""]"
PC 19720067,0,"[""Finger Incised""]"
PC 20110004,"[""Banquet""]","[""Incised"", ""Cavetto""]"
PC 19840223,0,0
PC 20010005,0,0
VdM 20165091,0,0
PC 20130019,0,0
PC 20120079,0,0
PC 20000141,0,0
PC 20040078,"[""Horse Race""]",0
PC 19840221,0,0
PC 19710497,0,"[""Ridged""]"
PC 19920060,0,"[""Incised""]"
PC 19860011,"[""Feline""]",0
PC 20130167,0,0
PC 19980152,0,0
PC 20130023,0,0
PC 19880096,0,0
PC 20170009,0,"[""Ridged""]"
VdM 20060112,0,0
VdM 20165090,0,0
PC 19730077,0,"[""Incised""]"
PC 19680160,0,"[""Ridged"", ""Plastic""]"
PC 19820146,0,0
PC 20190018,0,0
PC 19850151,0,"[""Inscribed""]"
PC 20130048,0,0
PC 20050019,0,"[""Painted""]"
PC 19770210,0,"[""Inscribed"", ""Incised""]"
PC 19870056,"[""Ram"", ""Volute""]","[""Relief""]"
PC 19970166,"[""Lotus"", ""Palmette""]","[""Inscribed"", ""Stamped""]"
VdM 20175047,0,0
PC 19990011,0,0
PC 20170056,0,"[""Painted""]"
PC 19880032,0,0
PC 20000115,0,0
VdM 20060051,0,0
VdM 20060172,0,0
PC 19680432,0,"[""Inscribed"", ""Letters""]"
PC 19830073,0,0
PC 20050049,"[""Sphinx""]",0
PC 20100071,0,"[""Incised"", ""Molded""]"
PC 19850096,0,"[""Pierced""]"
PC 20040127,0,"[""Incised""]"
PC 19710549,0,"[""Incised""]"
PC 19970129,0,"[""Incised""]"
PC 20050008,"[""Dots""]","[""Impressed""]"
PC 19970056,0,"[""Molded""]"
PC 20190039,0,0
PC 19730125,0,"[""Stamped""]"
PC 20120179,0,"[""Fenestrated"", ""Pierced""]"
PC 19950145,0,0
PC 19840118,"[""Feline""]",0
PC 19860007,0,"[""Beveled"", ""Inlay""]"
PC 20030083,0,0
PC 20090138,"[""Braid""]","[""Impressed""]"
VdM 20060175,0,0
PC 19920005,0,0
PC 20130029,0,0
PC 20130135,0,"[""Incised""]"
PC 19720182,"[""Lotus"", ""Palmette""]","[""Molded""]"
PC 20090054,0,"[""Incised""]"
PC 19710613,0,"[""Stamped""]"
PC 20130025,0,0
PC 20090146,0,"[""Incised""]"
PC 20130011,"[""Triangular""]","[""Incised""]"
PC 20120049,0,0
PC 19850145,0,0
PC 20030116,0,0
PC 19720082,"[""Guilloche""]","[""Molded"", ""Relief""]"
PC 19680751,"[""Rosette""]","[""Cavetto""]"
PC 19830036,0,0
PC 19980069,"[""Dots""]","[""Impressed"", ""Incised""]"
PC 19680193,"[""Rosette""]","[""Painted"", ""Cavetto"", ""Molded""]"
PC 19970173,0,0
PC 19710758,0,0
PC 19840124,"[""Feline""]",0
VdM20175005,0,0
PC 19710786,0,"[""Ridged""]"
PC 20090169,0,0
PC 19760012,0,0
PC 19880144,0,0
PC 19970047,0,"[""Molded""]"
PC 19770137,0,"[""Inscribed"", ""Incised"", ""Letters""]"
PC 20030081,0,0
PC 20130051,"[""Quadruped""]","[""Stamped""]"
PC 19710165,0,"[""Ridged""]"
PC 19730235,0,0
PC 19940062,"[""Sphinx""]","[""Stamped""]"
PC 20120069,0,"[""Incised""]"
PC 20000136,0,"[""Ridged""]"
PC 19880019,0,"[""Incised"", ""Stamped""]"
PC 20000015,0,0
PC 19710806,0,"[""Ridged"", ""Incised""]"
PC 19840127,"[""Feline""]",0
PC 20030145,0,"[""Incised""]"
PC 20120009,0,0
PC 20120094,0,0
PC 19820129,"[""Notches""]","[""Impressed""]"
VdM 20060074,"[""Figure"", ""Palmette""]","[""Painted""]"
VdM 20060166,0,0
PC 19670468,"[""Hair"", ""Seated Figure""]",0
PC 19870135,0,"[""Incised""]"
PC 19710946,0,0
PC 19710632,"[""Notches"", ""Bean"", ""Sphinx""]","[""Applique""]"
VdM 20060133,0,0
PC 19710715,"[""Tongue""]","[""Molded""]"
PC 20080243,0,0
PC 20020076,0,0
PC 19970101,0,"[""Incised"", ""Stamped""]"
PC 20090023,"[""Vegetal""]",0
PC 20120229,0,0
PC 20120124,0,0
VdM 20060132,0,"[""Incised""]"
PC 20120232,0,0
PC 20190008,0,"[""Pierced""]"
VdM 20060218,0,0
PC 19820039,"[""Feline""]",0
PC 20000085,0,0
PC 20050085,0,"[""Incised""]"
VdM 20155037,0,"[""Incised""]"
PC 19680057,"[""Rosette""]","[""Painted"", ""Cavetto""]"
PC 19970167,0,"[""Fenestrated""]"
PC 19990089,0,0
VdM 20155084,0,0
PC 19860055,0,0
PC 19970147,0,"[""Incised""]"
PC 19780225,"[""Deer""]",0
PC 20160011,"[""Triangular""]","[""Stamped""]"
PC 19730056,0,"[""Incised""]"
PC 19810141,"[""Volute"", ""Feline""]","[""Incised""]"
PC 19870050,0,0
PC 19830091,0,0
PC 20180003,0,0
PC 19710616,"[""Female""]","[""Molded""]"
VdM 20060170,0,"[""Incised""]"
PC 20010009,0,"[""Painted""]"
PC 19770150,0,"[""Incised"", ""Stamped""]"
PC 19880183,0,"[""Incised""]"
PC 19930063,0,0
PC 19770009,0,"[""Stamped"", ""Incised""]"
PC 19840096,0,"[""Incised""]"
PC 19760140,0,"[""Incised""]"
PC 19890060,"[""Circles""]","[""Incised""]"
PC 19720236,"[""Banquet""]",0
PC 19720007,0,0
PC 20070053,"[""Tongue""]","[""Incised"", ""Stamped""]"
PC 19700161,0,"[""Stamped""]"
PC 19970076,0,0
PC 19990092,0,"[""Painted"", ""Fenestrated""]"
PC 19800201,0,"[""Inscribed""]"
PC 20120026,0,0
PC 20190019,0,"[""Cavetto"", ""Molded"", ""Pierced""]"
PC 20190009,0,0
PC 19800210,0,"[""Stamped""]"
PC 19720320,"[""Female""]","[""Incised"", ""Molded"", ""Relief""]"
PC 20130063,0,0
PC 19840068,0,"[""Incised""]"
PC 20040001,0,0
PC 19850144,0,0
PC 19840084,"[""Ram""]","[""Molded""]"
PC 20010080,0,0
PC 19690105,"[""Horse Race"", ""Guilloche""]",0
PC 20090019,0,"[""Incised"", ""Stamped""]"
PC 19710816,0,"[""Ridged""]"
PC 19950066,0,"[""Ridged"", ""Inscribed"", ""Letters""]"
PC 20170024,0,0
PC 19970021,0,0
PC 20010082,0,"[""Incised""]"
PC 20040053,0,"[""Incised""]"
PC 20040006,0,0
PC 20000027,0,"[""Cavetto""]"
PC 20030015,0,"[""Pierced"", ""Incised""]"
PC 19770225,"[""Volute""]","[""Painted""]"
PC 20000149,0,0
PC 19820019,"[""Feline""]",0
VdM20175021,0,0
VdM 20060216,0,0
PC 19790002,0,0
PC 19720284,"[""Palmette"", ""Guilloche""]","[""Molded""]"
PC 20130112,0,0
PC 20010044,0,0
VdM20175003,0,0
VdM 20155062,"[""Circles""]","[""Incised""]"
PC 19980017,0,"[""Cavetto""]"
PC 19820048,"[""Geometric""]",0
PC 20170011,0,0
PC 19730073,0,"[""Incised""]"
PC 19730280,"[""Palmette""]","[""Incised"", ""Relief""]"
PC 20110054,"[""Horse Race"", ""Guilloche""]",0
PC 19970042,0,"[""Cavetto""]"
PC 20070103,"[""Horse Race""]","[""Cavetto""]"
PC 20000146,0,0
PC 19850083,"[""Female"", ""Notches""]","[""Incised""]"
PC 19860078,0,0
PC 19920014,"[""Procession""]","[""Stamped""]"
PC 19970093,0,0
PC 20120027,0,"[""Inlay""]"
PC 20000143,0,0
PC 19980102,0,0
PC 19700177,"[""Feline""]","[""Painted""]"
PC 19770235,0,0
PC 19880147,0,0
VdM 20060190,0,0
PC 19820074,0,0
PC 20000127,0,"[""Cavetto""]"
PC 20100016,0,"[""Incised""]"
PC 20030019,0,0
VdM 20060128,0,0
PC 19860064,0,0
PC 19730063,0,"[""Incised""]"
PC 20040059,"[""Sphinx""]",0
PC 19690167,"[""Horse Race"", ""Guilloche""]",0
PC 20030106,0,0
PC 20120139,0,0
PC 20190013,0,0
PC 19710518,"[""Circles""]","[""Impressed"", ""Incised""]"
PC 19710015,0,"[""Incised""]"
PC 19710756,0,0
PC 20000061,0,"[""Painted""]"
PC 19700240,0,0
PC 19970007,0,"[""Painted""]"
PC 19710160,0,"[""Applique""]"
PC 19980142,"[""Rosette"", ""Animal"", ""Feline""]","[""Incised"", ""Painted""]"
PC 19850007,0,0
PC 19980113,0,"[""Incised"", ""Stippled"", ""Stamped""]"
PC 20120189,"[""Circles"", ""Quadruped""]","[""Incised"", ""Roulette"", ""Stamped""]"
PC 20030099,0,0
PC 20040112,0,"[""Fenestrated""]"
PC 20000041,0,0
PC 20130186,"[""Triangular""]","[""Stamped""]"
PC 20050042,0,"[""Impressed""]"
PC 19970135,0,"[""Fenestrated""]"
PC 19760161,0,"[""Incised""]"
PC 20190044,0,0
PC 19710327,0,"[""Incised"", ""Molded"", ""Relief""]"
PC 20050159,"[""Vegetal""]","[""Roulette"", ""Stamped""]"
PC 20120031,0,0
PC 19730295,0,"[""Molded"", ""Fluted""]"
PC 19710572,0,0
PC 20100044,0,0
PC 19730004,"[""Horse Race""]",0
PC 19720119,"[""Palmette""]","[""Stamped""]"
VdM 20060174,0,0
PC 20000026,"[""Circles""]",0
PC 19910035,0,"[""Molded""]"
PC 20130081,0,0
PC 19880149,0,0
PC 19940168,0,"[""Stamped""]"
PC 19990012,0,"[""Incised""]"
PC 19990034,0,"[""Fenestrated""]"
PC 19890174,0,0
PC 19680100,0,0
PC 19710563,"[""Female""]","[""Relief"", ""Molded"", ""Incised""]"
PC 20100014,"[""Seated Figure""]","[""Incised""]"
PC 19800104,"[""Seated Figure""]",0
PC 19730075,0,0
PC 20050092,0,"[""Incised""]"
PC 20190049,0,0
PC 20120135,0,0
PC 19700263,"[""Horse Race"", ""Guilloche""]","[""Relief""]"
PC 19710757,0,0
PC 20180035,"[""Chevrons"", ""Ray"", ""Triangular""]","[""Painted"", ""Stamped""]"
PC 20040125,"[""Palmette"", ""Lotus""]","[""Stamped""]"
VdM 20060130,0,"[""Ridged""]"
PC 20040097,0,"[""Ridged""]"
PC 20120167,0,0
PC 19730293,0,0
PC 19710035,"[""Feline""]",0
PC 20030033,0,0
PC 19760178,0,0
PC 19700125,"[""Flower"", ""Volute"", ""Female""]","[""Relief""]"
VdM 20060090,0,0
PC 20130036,0,"[""Incised""]"
PC 20130184,"[""Braid""]","[""Impressed""]"
PC 19970151,0,0
PC 19890008,"[""Gorgon"", ""Tongue""]","[""Painted""]"
PC 19700036,"[""Seated Figure""]",0
PC 20100042,0,0
PC 20000014,0,0
PC 20120084,0,0
PC 19730276,"[""Female""]","[""Incised""]"
PC 19710001,0,0
PC 19950038,0,0
PC 20070086,0,"[""Fenestrated""]"
PC 20130141,0,0
PC 20120028,0,0
VdM 20060150,0,0
PC 19840149,0,0
PC 20040118,0,"[""Stamped""]"
PC 19710079,0,0
PC 19940064,0,"[""Molded""]"
PC 19810080,0,"[""Stamped""]"
PC 19820053,"[""Geometric""]",0
PC 19680287,0,"[""Painted""]"
PC 20080047,"[""Circles""]","[""Stamped"", ""Incised""]"
VdM 20060232,0,"[""Incised""]"
PC 19730086,0,"[""Incised""]"
PC 20040098,0,"[""Ribbed"", ""Incised""]"
PC 19980117,0,0
PC 20050014,0,"[""Incised""]"
PC 19940074,0,"[""Incised""]"
PC 20120209,0,0
PC 19660296,"[""Banquet"", ""Guilloche"", ""Female""]",0
PC 20010088,0,0
PC 19700052,0,"[""Incised""]"
PC 20070049,0,"[""Incised""]"
PC 20180007,0,0
PC 19970172,0,0
PC 20180066,0,0
PC 19810193,0,"[""Inscribed""]"
VdM 20060142,0,0
PC 19680147,0,0
PC 20120015,0,"[""Letters""]"
PC 20120004,0,"[""Cavetto""]"
PC 20130084,0,0
PC 19840058,"[""Rosette""]","[""Stamped""]"
PC 19820049,"[""Geometric""]",0
PC 20120158,0,0
PC 20180061,0,0
PC 20070252,0,0
PC 20030134,0,0
VdM 20060237,"[""Figure""]",0
PC 19820047,"[""Geometric""]",0
PC 19970055,0,"[""Painted""]"
PC 20130059,0,0
PC 20020038,0,"[""Incised""]"
PC 19820066,0,"[""Painted""]"
VdM20175001,0,0
PC 20010081,0,0
VdM 20060110,0,0
PC 20030048,0,"[""Incised""]"
PC 20010096,0,0
PC 20120061,0,0
PC 20070069,"[""Female""]","[""Applique""]"
PC 20030023,0,0
PC 20030012,"[""Circles""]","[""Stamped""]"
PC 19970115,0,"[""Stamped""]"
PC 19680035,0,"[""Painted""]"
PC 20030076,0,0
PC 20130095,0,"[""Incised""]"
PC 19720425,0,"[""Incised""]"
PC 19780021,0,"[""Painted""]"
PC 19950073,"[""Circles""]","[""Incised""]"
PC 19700160,"[""Animal"", ""Quadruped""]","[""Painted"", ""Stamped""]"
PC 19850056,0,"[""Stamped""]"
PC 20120065,0,0
PC 20150026,"[""Quadruped""]","[""Stamped""]"
PC 19730265,"[""Female""]","[""Incised""]"
PC 20090009,0,"[""Ridged""]"
PC 19980106,0,0
PC 19840007,"[""Circles""]","[""Stamped""]"
PC 20010027,0,0
PC 19690062,"[""Seated Figure""]","[""Incised""]"
PC 20010094,0,"[""Incised""]"
PC 20120205,0,0
PC 19980001,0,"[""Inscribed""]"
PC 19970036,0,0
PC 19710359,0,"[""Molded""]"
PC 20120165,0,0
PC 20120036,0,0
PC 20150019,"[""Gorgon"", ""Hair"", ""Tongue""]","[""Ridged"", ""Relief""]"
PC 20040137,0,"[""Fenestrated""]"
PC 19880150,"[""Rosette""]","[""Impressed""]"
PC 20120145,0,0
PC 20050082,0,"[""Ridged""]"
PC 19800132,"[""Guilloche""]","[""Stamped""]"
PC 19880097,0,0
PC 19720134,"[""Bull""]",0
